STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600315,-9999,7.2,2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600316,-9999,17.8,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600317,-9999,10.0,2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600318,-9999,11.1,-0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600319,-9999,12.8,0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600320,-9999,10.6,0.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600321,-9999,10.0,-1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600322,-9999,21.1,-2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600323,-9999,18.3,-2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600324,-9999,22.2,2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600325,-9999,10.6,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600326,-9999,21.7,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600327,-9999,22.2,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600328,-9999,21.1,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600329,-9999,20.0,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600330,-9999,21.1,10.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600331,-9999,23.9,6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600401,-9999,26.7,8.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600402,-9999,18.9,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600403,-9999,23.9,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600404,-9999,19.4,9.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600405,-9999,16.1,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600406,-9999,26.1,2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600407,-9999,27.2,12.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600408,-9999,23.9,9.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600409,-9999,18.3,6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600410,-9999,14.4,-0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600411,-9999,22.2,0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600412,-9999,26.7,6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600413,-9999,27.2,8.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600414,-9999,27.8,11.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600415,-9999,26.7,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600416,-9999,28.9,12.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600417,-9999,22.8,15.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600418,-9999,21.7,7.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600419,-9999,26.1,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600420,-9999,26.7,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600421,-9999,26.7,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600422,-9999,29.4,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600423,-9999,30.6,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600424,-9999,31.7,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600425,-9999,30.6,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600426,-9999,29.4,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600427,-9999,20.6,12.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600428,-9999,25.6,7.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600429,-9999,26.7,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600430,-9999,27.2,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600501,-9999,20.6,10.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600502,-9999,21.7,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600503,-9999,25.0,10.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600504,-9999,26.7,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600505,-9999,21.1,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600506,-9999,21.1,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600507,-9999,20.0,10.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600508,-9999,20.0,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600509,-9999,24.4,6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600510,-9999,22.8,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600511,-9999,16.1,7.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600512,-9999,15.0,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600513,-9999,23.3,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600514,-9999,26.1,7.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600515,-9999,27.8,11.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600516,-9999,29.4,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600517,-9999,31.7,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600518,-9999,33.3,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600519,-9999,33.9,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600520,-9999,34.4,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600521,-9999,31.7,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600522,-9999,32.8,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600523,-9999,33.3,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600524,-9999,34.4,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600525,-9999,33.3,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600526,-9999,26.7,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600527,-9999,28.3,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600528,-9999,26.7,14.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600529,-9999,32.2,15.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600530,-9999,32.2,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600531,-9999,31.7,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600601,-9999,31.7,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600602,-9999,27.8,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600603,-9999,29.4,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600604,-9999,32.2,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600605,-9999,33.9,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600606,-9999,33.9,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600607,-9999,32.2,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600608,-9999,32.2,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600609,-9999,30.0,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600610,-9999,29.4,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600611,-9999,31.7,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600612,-9999,32.2,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600613,-9999,31.7,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600614,-9999,30.6,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600615,-9999,31.7,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600616,-9999,34.4,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600617,-9999,28.9,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600618,-9999,30.6,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600619,-9999,33.3,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600620,-9999,34.4,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600621,-9999,33.3,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600622,-9999,35.0,23.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600623,-9999,36.1,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600624,-9999,34.4,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600625,-9999,27.2,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600626,-9999,28.3,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600627,-9999,29.4,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600628,-9999,32.8,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600629,-9999,34.4,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600630,-9999,35.6,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600701,-9999,36.1,24.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600702,-9999,36.1,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600703,-9999,35.6,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600704,-9999,32.8,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600705,-9999,33.3,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600706,-9999,32.8,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600707,-9999,32.8,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600708,-9999,33.9,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600709,-9999,33.3,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600710,-9999,34.4,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600711,-9999,34.4,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600712,-9999,35.0,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600713,-9999,36.7,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600714,-9999,33.3,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600715,-9999,33.9,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600716,-9999,33.3,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600717,-9999,31.7,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600718,-9999,31.7,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600719,-9999,35.0,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600720,-9999,33.9,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600721,-9999,35.0,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600722,-9999,33.3,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600723,-9999,35.0,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600724,-9999,35.0,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600725,-9999,36.7,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600726,-9999,36.7,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600727,-9999,34.4,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600728,-9999,34.4,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600729,-9999,33.3,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600730,-9999,33.3,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600731,-9999,33.9,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600801,-9999,35.0,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600802,-9999,35.0,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600803,-9999,31.7,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600804,-9999,32.8,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600805,-9999,31.1,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600806,-9999,33.3,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600807,-9999,35.6,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600808,-9999,33.9,23.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600809,-9999,35.0,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600810,-9999,28.3,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600811,-9999,26.7,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600812,-9999,26.1,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600813,-9999,31.1,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600814,-9999,30.6,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600815,-9999,31.7,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600816,-9999,32.8,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600817,-9999,32.8,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600818,-9999,32.2,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600819,-9999,27.8,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600820,-9999,30.6,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600821,-9999,31.1,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600822,-9999,27.2,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600823,-9999,31.7,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600824,-9999,31.7,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600825,-9999,30.0,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600826,-9999,28.3,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600827,-9999,30.0,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600828,-9999,31.7,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600829,-9999,33.3,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600830,-9999,34.4,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600831,-9999,35.0,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600901,-9999,32.8,21.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600902,-9999,31.7,20.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600903,-9999,33.9,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600904,-9999,34.4,21.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600905,-9999,35.0,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600906,-9999,35.0,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600907,-9999,34.4,22.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600908,-9999,31.7,23.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600909,-9999,28.9,22.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600910,-9999,31.1,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600911,-9999,25.0,19.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600912,-9999,28.3,16.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600913,-9999,27.2,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600914,-9999,25.0,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600915,-9999,25.6,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600916,-9999,22.8,20.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600917,-9999,27.2,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600918,-9999,28.3,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600919,-9999,31.7,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600920,-9999,32.8,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600921,-9999,32.2,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600922,-9999,32.2,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600923,-9999,28.9,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600924,-9999,28.9,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600925,-9999,25.6,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600926,-9999,20.0,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600927,-9999,22.2,15.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600928,-9999,20.0,17.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600929,-9999,22.8,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19600930,-9999,28.3,14.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601001,-9999,28.3,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601002,-9999,29.4,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601003,-9999,30.6,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601004,-9999,29.4,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601005,-9999,27.8,18.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601006,-9999,24.4,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601007,-9999,27.2,18.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601008,-9999,26.1,17.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601009,-9999,25.0,15.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601010,-9999,25.0,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601011,-9999,26.7,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601012,-9999,26.7,12.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601013,-9999,26.1,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601014,-9999,27.8,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601015,-9999,24.4,16.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601016,-9999,27.2,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601017,-9999,25.0,12.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601018,-9999,26.1,10.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601019,-9999,23.9,15.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601020,-9999,15.0,3.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601021,-9999,17.2,1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601022,-9999,21.1,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601023,-9999,23.9,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601024,-9999,24.4,8.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601025,-9999,23.9,7.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601026,-9999,17.2,9.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601027,-9999,22.8,10.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601028,-9999,21.1,6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601029,-9999,22.2,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601030,-9999,18.3,15.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601031,-9999,18.3,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601101,-9999,20.0,2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601102,-9999,23.9,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601103,-9999,18.3,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601104,-9999,21.7,2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601105,-9999,20.6,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601106,-9999,16.1,2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601107,-9999,12.8,-1.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601108,-9999,15.6,1.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601109,-9999,20.6,10.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601110,-9999,16.1,-0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601111,-9999,13.3,-1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601112,-9999,18.3,-1.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601113,-9999,20.6,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601114,-9999,24.4,7.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601115,-9999,23.9,8.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601116,-9999,19.4,13.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601117,-9999,17.2,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601118,-9999,14.4,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601119,-9999,17.8,0.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601120,-9999,20.0,1.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601121,-9999,22.2,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601122,-9999,22.8,7.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601123,-9999,18.3,12.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601124,-9999,16.1,11.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601125,-9999,19.4,8.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601126,-9999,20.0,7.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601127,-9999,21.7,6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601128,-9999,24.4,13.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601129,-9999,15.6,1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601130,-9999,8.3,-2.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601201,-9999,5.6,-2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601202,-9999,11.1,-6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601203,-9999,15.6,-6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601204,-9999,17.8,-1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601205,-9999,18.9,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601206,-9999,18.9,5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601207,-9999,15.6,7.2
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601208,-9999,8.3,2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601209,-9999,11.7,-0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601210,-9999,12.2,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601211,-9999,14.4,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601212,-9999,5.6,-3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601213,-9999,3.3,-6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601214,-9999,3.9,-6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601215,-9999,5.0,0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601216,-9999,6.7,-3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601217,-9999,11.1,-6.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601218,-9999,11.1,-5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601219,-9999,14.4,-3.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601220,-9999,13.9,1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601221,-9999,2.2,-8.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601222,-9999,0.6,-10.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601223,-9999,5.6,-6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601224,-9999,11.1,2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601225,-9999,14.4,6.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601226,-9999,18.9,5.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601227,-9999,10.0,3.9
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601228,-9999,14.4,4.4
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601229,-9999,13.3,7.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601230,-9999,10.0,0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19601231,-9999,13.3,3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610101,-9999,9.4,0.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610102,-9999,2.8,0.0
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610103,-9999,7.2,-3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610104,-9999,12.8,-5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610105,-9999,11.7,-3.3
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610106,-9999,15.0,-2.8
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610107,-9999,13.3,1.1
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610108,-9999,8.9,-1.7
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610109,-9999,10.0,-5.6
GHCND:USW00013876,BIRMINGHAM AIRPORT AL US,19610110,-9999,13.9,-2.8
